Gene,MeanAbsSHAP
SAT2,0.00021317932
PAIP1,0.00021286093
TP63,0.00021188463
FAT2,0.00021139772
SLC25A40,0.00020956078
NUTM2D,0.00020896067
CYP4F11,0.00020793831
RYR1,0.0002064593
MMP25,0.0002059423
TMEM38A,0.00020590152
H3C15,0.00020579598
FAM155B,0.00020507532
PIFO,0.0002043853
FAM214B,0.00020223776
PDPN,0.00020181229
ZDHHC8,0.00020031289
FOXP4,0.00019964449
CHAC1,0.0001994071
ABCB5,0.00019806535
EHBP1,0.00019767774
TRIOBP,0.00019758276
TMEM79,0.00019746601
ZSWIM7,0.00019730057
IFNGR1,0.00019726343
ST3GAL5,0.00019681058
ARNTL2,0.00019568602
TMEM14A,0.00019537217
HSF4,0.00019495572
SKAP2,0.00019489236
AMPD3,0.00019394868
ABHD5,0.00019223965
GRHPR,0.00019046443
TUBA4A,0.00019036017
PKP3,0.00018985628
ARHGAP44,0.0001898288
GRINA,0.00018905259
F2R,0.00018872602
TNFRSF12A,0.00018812025
WDR81,0.00018811552
FLNA,0.00018787966
RPL26L1,0.00018693581
UBXN8,0.00018628208
ABCC8,0.00018620658
PINLYP,0.00018538989
ATAD5,0.00018524296
HNRNPLL,0.00018487568
PRKACB,0.0001846913
CROCC,0.00018405954
GATD1,0.00018371826
MMAB,0.00018361605
KRT6A,0.00018320634
EPN1,0.00018319354
TPBG,0.00018281695
ALDH4A1,0.00018251884
TOLLIP,0.00018155649
PAPLN,0.00018145895
C1orf167,0.00017998408
GON7,0.00017877306
DOK7,0.00017835577
ASPM,0.00017722738
KPTN,0.00017719831
IFT43,0.00017596327
ITSN2,0.00017575939
ARMCX3,0.00017508854
RTTN,0.00017463941
CNBD2,0.0001730118
PEDS1-UBE2V1,0.00017294835
SLC41A1,0.00017253285
ACAT1,0.00017163187
TMEM254,0.00017058496
TAFA2,0.00017030742
TXNDC15,0.00017017678
P3H1,0.00016990564
CPNE4,0.00016893586
LMO4,0.0001686325
ICA1,0.00016828607
MYLIP,0.00016803457
GIGYF1,0.00016799218
WNT9A,0.00016798453
MTMR1,0.00016752107
PHKA2,0.00016664203
BRD3,0.00016632063
ETV7,0.00016358665
SYCE2,0.00016272698
XKR9,0.00016251353
PNPLA4,0.00016229865
HNF4G,0.00016222554
DVL2,0.00015972303
CEP128,0.0001583578
DYRK4,0.00015792859
IL32,0.00015792098
S1PR5,0.00015790525
ESYT1,0.00015723803
HLTF,0.00015713429
PIM1,0.00015701118
NOTCH3,0.00015680045
LPAR2,0.00015666545
GEN1,0.00015605077
WDR11,0.00015535612
MIS18BP1,0.00015482574
SLC6A16,0.0001546019
ORAI1,0.00015452257
SRC,0.00015414388
OVGP1,0.00015392173
KLRK1,0.00015377275
MUC13,0.00015358279
NT5C2,0.00015304095
TMEM45A,0.0001529412
SQOR,0.0001526858
PTGES3L,0.00015254594
BCAT1,0.00015171524
P2RX7,0.0001516839
CC2D2A,0.00015149034
SLC1A3,0.00015138756
YOD1,0.00014945831
MT-ND6,0.00014917506
SSX2,0.00014891884
DBNDD1,0.00014852885
SURF4,0.00014834921
MIF,0.00014804337
CA2,0.00014798959
PLEKHG6,0.00014784363
CEP19,0.00014759913
MAPK6,0.00014646229
H2AC20,0.00014514643
RALGAPA1,0.0001447425
KDM6A,0.00014462009
CRYBG3,0.00014444567
COMMD7,0.00014437859
ELAC1,0.00014436948
TMEM42,0.00014408541
ZNF93,0.00014392739
OLAH,0.000142969
PLXDC2,0.00014291308
SMIM11B,0.00014290641
GPR157,0.00014271986
SLC23A2,0.00014222092
MEOX1,0.00014171086
IDH1,0.00014113558
ACTN2,0.00014063941
MAL2,0.00014049864
CRLF1,0.00014009714
STMN4,0.00013998653
SARS1,0.00013958909
XAF1,0.00013916248
TMBIM4,0.00013906062
PECR,0.00013829302
PAX6,0.00013783194
SLC5A3,0.00013771477
PABPC1L,0.00013605219
ZNF781,0.00013593659
BIK,0.00013488658
FAM50A,0.0001348016
RGPD8,0.0001345345
PHTF2,0.00013345288
CYP24A1,0.00013311733
WDR90,0.0001326894
NGEF,0.0001323366
RCHY1,0.00013161192
CORO2A,0.00013153895
PJA2,0.00013129727
SCAND1,0.00013076921
ITGA3,0.00013054971
BMP6,0.00013043797
NENF,0.0001302305
TYSND1,0.00012984208
RPL13,0.0001296865
TMEM64,0.00012964453
GAS2,0.0001295964
RGCC,0.00012957178
UFSP1,0.00012922449
SNF8,0.0001289467
CCDC122,0.00012862902
CACNA1C,0.00012860028
TM7SF2,0.00012805434
SNX19,0.00012745324
EPN2,0.0001271252
BAMBI,0.00012703525
HDAC7,0.00012697582
FCRLB,0.00012674312
TLX1,0.0001266692
CAPN1,0.00012622547
FAM102A,0.00012615153
DDX21,0.00012513505
ZFAND5,0.0001244474
FABP3,0.00012416142
SAMD9,0.00012394603
B9D1,0.00012352613
SPATA13,0.00012339994
BBS5,0.00012296626
ALDH1L1,0.0001228988
HSD17B6,0.00012140915
GPX2,0.000120952005
STRADB,0.00012022347
BCHE,0.00012013161
TMEM47,0.00011989684
KLF6,0.00011874587
MXRA8,0.000118639815
TCP11L1,0.000118317635
LAMA3,0.000118071075
CHMP3,0.00011773247
ABI3BP,0.00011762322
PSMD11,0.00011752033
ZNF251,0.000117455136
CORO2B,0.00011723194
DYNLL2,0.000116912706
TMEM121,0.000116665535
TNRC18,0.000116430536
EMC6,0.000116264775
WNK4,0.00011618622
SMAD7,0.00011616106
SLC29A2,0.00011596445
INSIG1,0.00011567331
CRELD1,0.00011377864
XPR1,0.000113411654
MARCO,0.00011322747
SLC12A6,0.00011169914
CRYL1,0.000111631285
DPCD,0.00011125889
RAB27A,0.000110773486
ZBED6,0.00011073605
EEF1A2,0.000110458415
JADE2,0.00010983823
TNS1,0.00010960381
GPR146,0.00010852355
ABRACL,0.000108208566
AMPD1,0.00010767606
HES2,0.00010720702
DHRS4L2,0.00010647854
FOXJ2,0.00010627528
HLA-DPA1,0.000105455176
PEX1,0.000105162115
ZNF595,0.000104725324
TNF,0.00010459328
HPSE,0.00010354455
GNA15,0.00010290172
HEXA,0.00010247549
CAMK2N1,0.00010229844
PRXL2C,0.00010212034
SLC17A5,0.000102000944
ACSL4,0.00010180881
TMEM176B,0.00010167514
CST3,0.000101471385
RNF19B,0.000101379825
ELOA,0.000101125384
ICAM4,0.000101087
MRPL33,0.000100887504
PEPD,0.00010078272
H2AX,0.00010061886
MTARC2,0.00010060411
NEUROG2,0.00010047448
ZCCHC3,0.00010042911
CD44,0.00010038354
NUPR1,0.00010031534
SMN2,9.960518e-05
CCDC144A,9.903407e-05
HYLS1,9.8565746e-05
P2RX4,9.844283e-05
NRARP,9.823568e-05
TRIP13,9.8054305e-05
HOXA2,9.753953e-05
JRK,9.7413984e-05
GDPD5,9.7399556e-05
ST7L,9.701005e-05
ANXA11,9.683865e-05
FAM200B,9.550943e-05
LSP1,9.536789e-05
ALDH16A1,9.534331e-05
SPIB,9.5230156e-05
STOM,9.5196265e-05
DDX60L,9.506202e-05
IDNK,9.4633e-05
SLC25A35,9.459921e-05
FKBP10,9.378718e-05
C6orf52,9.296002e-05
COL13A1,9.275087e-05
VPS45,9.2436654e-05
CYTH3,9.224229e-05
CAB39L,9.118071e-05
CBX4,9.080139e-05
IVL,9.079064e-05
PAK4,9.0753885e-05
RPS25,9.031864e-05
FLRT3,8.994692e-05
SLC38A5,8.8765715e-05
MMP1,8.867122e-05
GMFB,8.770027e-05
TET3,8.732938e-05
GNG3,8.6769374e-05
SOX5,8.675294e-05
PCDH10,8.674012e-05
IGF2BP1,8.605269e-05
PIWIL4,8.5915446e-05
APOBEC3G,8.586271e-05
SERPINB8,8.548507e-05
PLD2,8.510309e-05
PPP4R4,8.4906525e-05
PITX1,8.396738e-05
SETD9,8.385581e-05
MSC,8.364618e-05
IGF2,8.3085295e-05
CPOX,8.259202e-05
ANGEL1,8.2334336e-05
PDIA5,8.208608e-05
CENPJ,8.188273e-05
PHACTR2,8.1600585e-05
PAQR8,8.151253e-05
NFKBIA,8.145648e-05
PCDHGB2,8.143129e-05
TRIM7,8.1044935e-05
KHDC1,8.098063e-05
SPATA20,8.074161e-05
NBPF1,8.058433e-05
SH3BGR,8.028753e-05
STS,8.023722e-05
LIG3,8.0146456e-05
PORCN,7.957077e-05
RRM1,7.954272e-05
KLHL24,7.910262e-05
SIL1,7.840392e-05
EVL,7.8205216e-05
OAZ3,7.8131525e-05
RNF19A,7.780275e-05
ZNF205,7.752258e-05
ARMH4,7.742644e-05
BIRC5,7.702195e-05
CERCAM,7.6765915e-05
MTHFR,7.612922e-05
EOGT,7.549158e-05
SOCS3,7.534257e-05
INPP1,7.5266325e-05
ERBB3,7.506614e-05
PTPRCAP,7.506059e-05
BBIP1,7.396026e-05
TSC22D3,7.366412e-05
HDAC9,7.3457944e-05
KDM7A,7.325293e-05
KLHDC7A,7.255973e-05
SAP30,7.22863e-05
SYPL1,7.14428e-05
TSPAN11,7.13667e-05
CCND2,7.121981e-05
ANP32E,7.089216e-05
GBP5,7.0643e-05
CDK19,7.059698e-05
CTSH,7.034322e-05
SLC2A12,6.9819485e-05
AMDHD2,6.9656286e-05
SMIM1,6.8347596e-05
H2AC14,6.8157555e-05
MTCL1,6.792491e-05
PPIF,6.783279e-05
PFN2,6.774313e-05
NEURL2,6.774245e-05
DNMT1,6.734914e-05
WFDC1,6.733209e-05
SLC35D1,6.7324276e-05
DLAT,6.684188e-05
OGT,6.67144e-05
BCL2L15,6.644919e-05
GXYLT1,6.6444874e-05
PPFIA4,6.6018576e-05
HCAR2,6.569585e-05
TLE2,6.569426e-05
SELENOM,6.561707e-05
APH1B,6.518432e-05
TRPV4,6.4712294e-05
FCRL3,6.470847e-05
STC2,6.434211e-05
BLZF1,6.429411e-05
TIE1,6.374872e-05
GABARAPL1,6.36103e-05
ZSCAN16,6.354751e-05
ALDOC,6.344716e-05
TPST1,6.307825e-05
NLRP2,6.30315e-05
PUS7,6.3030006e-05
CTDSPL,6.300132e-05
PPFIBP1,6.189559e-05
BDH1,6.1861145e-05
NUDT17,6.117255e-05
RIPOR2,6.10291e-05
RBPMS,6.0825696e-05
CX3CL1,6.0519513e-05
NT5DC1,6.0413247e-05
MGAT5,6.0367845e-05
SLC35C1,6.0160466e-05
AGPAT4,5.9500027e-05
KIAA0513,5.928149e-05
RNF14,5.9224796e-05
ETFB,5.9076006e-05
CNTNAP4,5.861436e-05
EIF4EBP3,5.8583162e-05
LRRC26,5.8578113e-05
S100A7,5.848112e-05
H2AJ,5.844631e-05
ALKAL2,5.8387977e-05
ATG9A,5.8177422e-05
MTHFS,5.8160043e-05
MAP3K14,5.7434227e-05
INPP5A,5.7109733e-05
YBX3,5.69184e-05
STK39,5.645945e-05
MCRIP1,5.6437257e-05
TRIB2,5.6305133e-05
CACNB2,5.6284243e-05
GPR1,5.600594e-05
MGST2,5.5803088e-05
TBXA2R,5.5600773e-05
ITM2B,5.5576802e-05
LYPD6B,5.5198107e-05
TRIT1,5.5108638e-05
STMN1,5.5030832e-05
BSCL2,5.4708857e-05
TCTA,5.436785e-05
CENPP,5.420308e-05
C3orf14,5.3961838e-05
RBM33,5.3870055e-05
NUDCD1,5.386301e-05
ALDH3A2,5.3822132e-05
EPHB1,5.3778884e-05
GNG7,5.3715983e-05
KIAA0895,5.3588996e-05
TUBGCP3,5.353526e-05
SEMA3G,5.3514912e-05
GTF2IRD2,5.3419888e-05
FKBP11,5.324021e-05
FGF14,5.3209325e-05
USP48,5.305799e-05
ZYG11A,5.278872e-05
RERE,5.2770207e-05
EML3,5.270104e-05
SUSD5,5.2517145e-05
RIMKLB,5.2452746e-05
IL18R1,5.2019892e-05
DLG5,5.15344e-05
RBCK1,5.149294e-05
METRN,5.128309e-05
GATA3,5.107392e-05
CD63,5.1064682e-05
ZNF586,5.0835588e-05
SLCO4C1,5.072021e-05
G3BP1,5.0434668e-05
CBLN3,5.0361155e-05
NFATC4,5.0311544e-05
WEE1,5.0243176e-05
AK1,5.022847e-05
RBMS3,5.011703e-05
ATP11C,5.0014452e-05
EXOSC5,4.9905164e-05
TMEM86A,4.9826816e-05
FBLN5,4.962235e-05
KCNH4,4.9610917e-05
PRKAR2B,4.9485086e-05
KRCC1,4.9474485e-05
DYSF,4.9438342e-05
TBL1XR1,4.9259965e-05
ANXA13,4.9236565e-05
SERPINB1,4.9103866e-05
SLC27A4,4.9046354e-05
NUAK1,4.9045328e-05
IQCA1,4.8837286e-05
GPATCH2L,4.847687e-05
TMEM132A,4.8384998e-05
ABHD4,4.8334743e-05
GINS1,4.812559e-05
ADRA1B,4.802087e-05
FGF11,4.7963942e-05
NISCH,4.7925194e-05
TMPRSS2,4.7922407e-05
PRAME,4.7895777e-05
CROT,4.7779973e-05
NR4A2,4.7111465e-05
PRDX2,4.7043195e-05
PDK3,4.6802856e-05
SFN,4.668289e-05
KRT5,4.6592973e-05
IGFL2,4.656584e-05
CEBPB,4.654334e-05
MOSPD3,4.5928242e-05
GRIN2D,4.5842156e-05
GOLGA6L10,4.573212e-05
AHRR,4.572947e-05
KLHL4,4.533607e-05
LRRK1,4.5098466e-05
DLX6,4.500091e-05
NME1-NME2,4.4959233e-05
PARVB,4.4958142e-05
ZNF441,4.467784e-05
SHPRH,4.3876917e-05
ZNF329,4.3694603e-05
SNRNP48,4.368764e-05
DNM3,4.356129e-05
FREM2,4.352516e-05
KLHL18,4.3465156e-05
CHCHD6,4.3395485e-05
ATXN7L1,4.305287e-05
LRP2,4.2865115e-05
CDK11A,4.2723495e-05
WNT5A,4.2634343e-05
WNT7A,4.2578995e-05
BFSP1,4.2438518e-05
FUOM,4.2247077e-05
ARL6IP6,4.2126776e-05
SV2A,4.2002775e-05
CRISP3,4.184731e-05
GATD3A,4.1753472e-05
C8orf33,4.170528e-05
TNFRSF1B,4.1665076e-05
H6PD,4.165126e-05
RPL26,4.1565218e-05
TMEM160,4.1469048e-05
MYZAP,4.13262e-05
MT1G,4.1250645e-05
APBB1IP,4.1076957e-05
CSAG3,4.057526e-05
SOX2,4.0559848e-05
CEACAM21,4.0482428e-05
ARHGEF11,4.047397e-05
KCNK9,4.045787e-05
TBC1D3L,4.020684e-05
CIP2A,4.009027e-05
SMYD2,3.9638904e-05
RRP7A,3.9586394e-05
DPP6,3.9175047e-05
MCRIP2,3.853629e-05
GNPNAT1,3.8319144e-05
SLC27A2,3.8290575e-05
AOC3,3.8281978e-05
PTGIS,3.8273956e-05
REEP4,3.8238686e-05
DOCK9,3.775172e-05
PRPF3,3.742828e-05
MFSD13A,3.7377034e-05
QDPR,3.7271602e-05
NXPE3,3.725119e-05
ATAD1,3.7124362e-05
TST,3.7079328e-05
ETV1,3.70039e-05
DCTD,3.535928e-05
NETO2,3.5237917e-05
MFSD3,3.5146226e-05
VPS36,3.4835724e-05
LRRC3,3.4412467e-05
SCEL,3.431803e-05
MTFR2,3.424437e-05
ZNF776,3.4238965e-05
ITGBL1,3.4094515e-05
LGALS14,3.409421e-05
HLA-C,3.4041535e-05
GPAT4,3.392414e-05
GLYCTK,3.346785e-05
PIEZO1,3.320122e-05
ADGRA2,3.3164495e-05
MCM4,3.2921518e-05
BUB1,3.2745564e-05
RNF208,3.272601e-05
PTPN9,3.2568187e-05
ZNF528,3.2310618e-05
EXTL3,3.2275773e-05
RPS4Y1,3.2115113e-05
CCN5,3.184806e-05
CITED4,3.184275e-05
PIM2,3.184105e-05
MXD1,3.1713676e-05
ATXN7L2,3.1713003e-05
AK4,3.1530817e-05
STAG3,3.144328e-05
CHI3L2,3.1440686e-05
TMIGD2,3.139237e-05
ZNF516,3.1249667e-05
BTC,3.1098338e-05
IL17RA,3.105661e-05
FGF9,3.0932377e-05
PLPBP,3.0789277e-05
MITF,3.0769726e-05
YBX1,3.062213e-05
RPGR,3.0508816e-05
GZMB,3.0457724e-05
CDC20,3.02715e-05
TLR3,3.0145444e-05
PLSCR3,2.9873123e-05
DDHD1,2.9828125e-05
TAFA5,2.981122e-05
TMEM163,2.9794583e-05
OAT,2.9546018e-05
CRADD,2.9414432e-05
PIP5K1B,2.9402021e-05
ASAP3,2.9295086e-05
CEP131,2.9277915e-05
MALT1,2.9270304e-05
MAMDC2,2.9261477e-05
DDAH2,2.9220106e-05
CCPG1,2.9163546e-05
ZNF428,2.909612e-05
UCP2,2.9093682e-05
FN1,2.9072624e-05
MAGEA11,2.8911183e-05
NCR3LG1,2.8828754e-05
DNASE2,2.8827539e-05
TLE1,2.8818169e-05
SCN4A,2.8649863e-05
TPPP,2.8611496e-05
ZNF544,2.8574546e-05
MFNG,2.8415421e-05
CEBPG,2.8193206e-05
DDX3Y,2.8101347e-05
SREK1,2.7919983e-05
TTLL7,2.7846729e-05
FAM78B,2.783258e-05
TMEM67,2.7722592e-05
MARK4,2.7321266e-05
SEMA7A,2.7304797e-05
RUNX3,2.7248823e-05
LATS2,2.715043e-05
MAT2B,2.7117394e-05
TRAPPC6A,2.7100117e-05
FBXW7,2.6954345e-05
AKR1A1,2.693484e-05
KIF2C,2.685756e-05
LILRA1,2.6838445e-05
MYO3B,2.6776406e-05
GCNT3,2.6770169e-05
RANBP1,2.6765478e-05
TLE5,2.6559572e-05
CDRT4,2.6556641e-05
GNAZ,2.650482e-05
FMOD,2.6497151e-05
HERC4,2.6459391e-05
EPM2AIP1,2.6337986e-05
MDM4,2.6296504e-05
DIS3L,2.6265816e-05
ANKRD22,2.5989519e-05
ZNF197,2.576594e-05
MCTP1,2.5749634e-05
TNFSF13,2.560266e-05
SATB2,2.5541898e-05
ERMAP,2.5483763e-05
ARHGEF35,2.5481699e-05
PDE1B,2.535176e-05
SPRED2,2.5217923e-05
NAALADL2,2.5211826e-05
ALOX15,2.5124902e-05
ZNF283,2.5105399e-05
AKT1S1,2.5039213e-05
PATJ,2.4831277e-05
DMGDH,2.4574918e-05
THAP12,2.4440493e-05
PROSER1,2.42685e-05
FOXL1,2.40994e-05
EVA1B,2.3929133e-05
ARSD,2.3870356e-05
WIF1,2.3544866e-05
MAFB,2.3538689e-05
TANGO2,2.3316e-05
GALNT6,2.3230205e-05
ALG1L,2.3197512e-05
C3,2.3108003e-05
TSPAN3,2.3066845e-05
CFAP44,2.2913278e-05
CCDC32,2.289983e-05
H2AB1,2.2848153e-05
GSAP,2.2688293e-05
RCCD1,2.2657994e-05
PHETA1,2.2639078e-05
PRAP1,2.2536566e-05
NPIPB3,2.2265194e-05
POLR3G,2.2201833e-05
LUM,2.2172213e-05
KISS1,2.215988e-05
AGBL5,2.2081571e-05
MYO1B,2.1915757e-05
C10orf143,2.1759255e-05
RNF212,2.1733496e-05
RARRES2,2.1693633e-05
RCOR1,2.1674774e-05
CCDC25,2.1449256e-05
ZNF625,2.1441534e-05
EFR3A,2.1413434e-05
NSMF,2.1396787e-05
RUNDC3A,2.1335727e-05
CCDC189,2.1328044e-05
TVP23C,2.1228383e-05
CAPS,2.1205595e-05
PDIA2,2.117607e-05
KANK1,2.117214e-05
TIMP3,2.1157408e-05
HMBOX1,2.1039034e-05
N4BP2L1,2.0926484e-05
PNPLA7,2.0821242e-05
CDC14A,2.0804457e-05
NECTIN4,2.0787507e-05
SSC5D,2.0737078e-05
PBX1,2.0594047e-05
CAMK2G,2.0571817e-05
KALRN,2.053645e-05
GOLGA8K,2.0516192e-05
SLC25A22,2.0435758e-05
ADI1,2.0392154e-05
PDE8B,2.0339578e-05
BRCC3,2.0201278e-05
PPP1R3F,2.0125643e-05
MCTP2,1.9645073e-05
PRUNE2,1.9609093e-05
IGFBP3,1.9571882e-05
USP12,1.956145e-05
DIPK1A,1.9534673e-05
ABCB1,1.9521123e-05
RHOC,1.9477675e-05
HSD17B2,1.9442776e-05
IER5,1.9258201e-05
CSTB,1.904524e-05
CHPF,1.9001624e-05
LRP5L,1.8942364e-05
WASHC2C,1.8927869e-05
ATP7B,1.8907991e-05
PACSIN1,1.8901272e-05
AGMO,1.885946e-05
MPP6,1.8815803e-05
COTL1,1.8721015e-05
BDKRB1,1.8583241e-05
CAMK2N2,1.8540322e-05
KRBA1,1.8498007e-05
AJUBA,1.8449658e-05
ZFAND1,1.8401097e-05
MAGED2,1.827855e-05
ARHGEF5,1.826776e-05
TCL1A,1.8249386e-05
TP53I11,1.8115426e-05
LAT,1.811539e-05
RGS2,1.8079998e-05
PTCHD4,1.7978125e-05
INF2,1.7974542e-05
SYCE1,1.7790266e-05
PPM1H,1.7709232e-05
SLC35D2,1.7534858e-05
JMJD8,1.7525459e-05
FAM13C,1.746095e-05
SLC39A11,1.7427992e-05
BMPR1A,1.7420016e-05
NAB2,1.7310207e-05
APIP,1.730292e-05
H1-3,1.7285809e-05
FSTL3,1.7143435e-05
RFX3,1.7140901e-05
MYT1,1.7101247e-05
KRAS,1.7027043e-05
EPB41L4A,1.7022301e-05
MMRN2,1.6979739e-05
TIPARP,1.697267e-05
SORD,1.6912463e-05
EDNRB,1.6909764e-05
GTPBP3,1.6876695e-05
ARHGAP42,1.6854297e-05
ACAP3,1.6831455e-05
PC,1.6771199e-05
KHNYN,1.6663915e-05
CHN2,1.6622767e-05
HEATR5A,1.6619957e-05
GDF5,1.6579883e-05
CEND1,1.6550268e-05
PTPRD,1.637281e-05
CLDN23,1.6357866e-05
H3C14,1.627406e-05
CTPS1,1.626973e-05
LHFPL6,1.6248568e-05
MUSTN1,1.6242971e-05
IFFO1,1.5765172e-05
IL12RB2,1.5700803e-05
ZNF266,1.5693528e-05
DLG1,1.5693047e-05
TIMP2,1.567118e-05
TDRP,1.554613e-05
NRROS,1.5531243e-05
AP5Z1,1.5508687e-05
MGST1,1.5452764e-05
EIF2S1,1.5440562e-05
TNFRSF13C,1.5408861e-05
FOXO3B,1.5362346e-05
TMEM144,1.5342242e-05
IGFBP6,1.5223061e-05
TNFAIP2,1.5137332e-05
OVCA2,1.5121813e-05
NPW,1.5099714e-05
CNTLN,1.5023488e-05
ZNF235,1.4997291e-05
AREG,1.4896322e-05
OVOL2,1.4893835e-05
MINDY2,1.48568e-05
ALDH1L2,1.4694703e-05
TP53I3,1.4671351e-05
UFD1,1.46487555e-05
ESRRA,1.460722e-05
MARK1,1.455791e-05
ACTN4,1.4430865e-05
FAM8A1,1.438527e-05
CNPY4,1.4383222e-05
CEP55,1.4273181e-05
EXOC2,1.4076634e-05
EID3,1.4011581e-05
JAG1,1.4004149e-05
PAXX,1.3985616e-05
SCRN3,1.3983343e-05
TNFRSF10A,1.39735575e-05
DPP7,1.3968762e-05
BCL2L2,1.39217545e-05
HDHD2,1.37748e-05
PARD6A,1.3743088e-05
FDXR,1.368814e-05
PYROXD2,1.3632398e-05
APOA1,1.3604444e-05
KIF13A,1.3394211e-05
GRAMD1B,1.3353422e-05
CDK5RAP3,1.3216078e-05
TAGLN2,1.3127992e-05
ARSL,1.3112515e-05
SEPTIN4,1.3081805e-05
UBE2Q2,1.3066452e-05
ZNF816,1.3051875e-05
AKNAD1,1.2962232e-05
ITPA,1.2874676e-05
NCOA7,1.2836466e-05
MYBPC2,1.27682115e-05
RFFL,1.2756711e-05
IFI6,1.264959e-05
IL18,1.2637487e-05
CCDC30,1.2635711e-05
P3H2,1.2575171e-05
PI15,1.2527882e-05
UTY,1.2519858e-05
ACE,1.2505209e-05
CXCL3,1.245299e-05
IRAK1,1.2451776e-05
FMR1,1.2423697e-05
MAPK3,1.2381962e-05
PSMB5,1.2293664e-05
NOTUM,1.2285506e-05
DPYD,1.21461735e-05
PGM3,1.2078696e-05
ERC1,1.20228115e-05
CYRIA,1.2016221e-05
CHCHD10,1.1990571e-05
DENND5A,1.1952631e-05
PHLPP1,1.1846369e-05
STAP1,1.1846088e-05
RAB42,1.1777486e-05
MYO1E,1.165079e-05
LPAR3,1.1650332e-05
LAMP1,1.1624145e-05
HSPA2,1.1596611e-05
UACA,1.1575593e-05
FAM161A,1.155657e-05
BNIP3L,1.1515818e-05
LSM6,1.147926e-05
GALNT12,1.147921e-05
CYB5R4,1.1462129e-05
THEMIS2,1.1439805e-05
ORC1,1.1350174e-05
UGDH,1.1343778e-05
SERPINI1,1.1342289e-05
TEP1,1.1330344e-05
LMF1,1.1297355e-05
TSPAN4,1.12257985e-05
RFWD3,1.1086068e-05
IFI27,1.0746008e-05
RUNX2,1.0735061e-05
KHSRP,1.06479165e-05
ALB,1.0640844e-05
CACNA2D2,1.0591265e-05
NLRP1,1.0590317e-05
ZNF385B,1.05897925e-05
SERPINE2,1.058886e-05
ZFPM1,1.052412e-05
NDUFB9,1.0509124e-05
ST3GAL6,1.05037725e-05
BCL9,1.0487539e-05
PILRB,1.0369116e-05
PPP1R17,1.0350067e-05
PLAUR,1.0318472e-05
ENTPD3,1.0314264e-05
KANK4,1.0309276e-05
C20orf27,1.0288381e-05
RASIP1,1.0208493e-05
FOXP2,1.0167041e-05
AIFM2,1.0164294e-05
IMPG2,1.0128202e-05
CHD7,1.0092136e-05
GXYLT2,1.007226e-05
NDFIP1,1.0019799e-05
ACADS,9.997978e-06
SPTLC2,9.986951e-06
NAT14,9.982173e-06
MAL,9.936887e-06
PRAC2,9.927885e-06
CDK4,9.839681e-06
LAPTM5,9.802606e-06
H2BC8,9.74546e-06
ZSWIM6,9.741326e-06
GLI1,9.723752e-06
GALNT10,9.718915e-06
C17orf99,9.653176e-06
EPHA1,9.634393e-06
MLC1,9.609527e-06
BEND4,9.605266e-06
RREB1,9.53032e-06
CAMK4,9.489518e-06
FHOD1,9.460308e-06
FGB,9.4046045e-06
NCDN,9.352644e-06
TNFAIP8,9.324324e-06
LETM1,9.304889e-06
ANKRD6,9.260542e-06
MIOS,9.236721e-06
NR1D1,9.234854e-06
IL21R,9.205679e-06
ZNF175,9.162587e-06
TRPM2,9.156887e-06
IL13RA2,9.134363e-06
DDR1,9.080058e-06
BNIP3,9.069595e-06
LTA,9.054285e-06
H2BC18,8.884326e-06
ZHX1,8.868192e-06
RGS13,8.843662e-06
GSTP1,8.830123e-06
MYH3,8.788596e-06
ZNF20,8.743577e-06
POLI,8.736981e-06
DPEP1,8.6988175e-06
MOB3B,8.691031e-06
THOC3,8.603412e-06
TPRG1L,8.494644e-06
BDH2,8.480819e-06
CHRNA5,8.473598e-06
EFCAB2,8.426858e-06
IMPA1,8.403249e-06
HOMER3,8.3897585e-06
KCNJ11,8.341581e-06
FERMT2,8.339139e-06
BCL2L14,8.2832075e-06
PLEKHA5,8.263712e-06
SLC13A3,8.256063e-06
CAMK1,8.218847e-06
CDCA8,8.176597e-06
ZNF76,8.127821e-06
CIAO3,7.840304e-06
CECR2,7.804095e-06
PWWP2B,7.696271e-06
KCNN4,7.695865e-06
DCDC1,7.617428e-06
LANCL2,7.613697e-06
TMEM256,7.5613593e-06
GTF2IRD2B,7.539557e-06
ZNF280D,7.467302e-06
ACP5,7.464923e-06
KCNJ3,7.4581735e-06
ZNF514,7.4554664e-06
NDE1,7.376735e-06
GHDC,7.357203e-06
C2,7.302273e-06
CSPG5,7.2846074e-06
PPM1F,7.2680673e-06
CLDND1,7.254548e-06
POLE3,7.2084126e-06
NR2C2,7.1957293e-06
BTN2A2,7.1684003e-06
IL6R,7.15135e-06
USP40,6.9622197e-06
CT45A10,6.923534e-06
ROPN1B,6.9146067e-06
LRRK2,6.9018765e-06
TCF4,6.888857e-06
LZTS1,6.8815466e-06
CLIP1,6.877401e-06
RLIM,6.836002e-06
CSF1,6.8242625e-06
YPEL3,6.7839223e-06
IMP4,6.7249835e-06
LUC7L,6.686421e-06
NEK2,6.6750413e-06
FAM43A,6.6632915e-06
ANK3,6.6620723e-06
DRD2,6.662063e-06
FAM83G,6.642012e-06
ACP7,6.6204834e-06
REPS2,6.604014e-06
KCNK13,6.5783697e-06
AFP,6.5695713e-06
ARG2,6.5642785e-06
SAP25,6.562486e-06
